Entity,Year,Code,Renewables (% equivalent primary energy),increase,world_avg,world_avg_diff,world_avg_change,Hydro (% equivalent primary energy),Wind (% equivalent primary energy),Solar (% equivalent primary energy),Other Renewables (% equivalent primary energy),Hydro (% renewable),Wind (% renewable),Solar (% renewable),Others (% renewable)
Thailand,1984,THA,6.626251,0.03711540000000024,7.3390236,-0.7127726000000001,9.7342543,6.626251,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Trinidad and Tobago,1984,TTO,0.07256678,-0.015467770000000006,7.3390236,-7.26645682,7.616215603000001,0.0,0.0,0.0,0.07256678,0.0,0.0,0.0,100.0
Turkey,1984,TUR,11.116494,1.2433669999999992,7.3390236,3.7774703999999995,11.101193799999999,11.098963,0.0,0.0,0.017530999999999963,99.8,0.0,0.0,0.2
United Arab Emirates,1984,ARE,0.0,0.0,7.3390236,-7.3390236,7.473425700000001,0.0,0.0,0.0,0.0,,,,
United Kingdom,1984,GBR,0.5849746,0.0003838700000000639,7.3390236,-6.754049,13.7313811,0.5848438,0.0,0.00013080922,-9.220000013519889e-09,100.0,0.0,0.0,-0.0
United States,1984,USA,5.3343606,-0.3504547999999996,7.3390236,-2.004663,2.550483999999999,4.7869487,9.581531e-05,7.742097e-05,0.5472386637200002,89.7,0.0,0.0,10.3
Venezuela,1984,VEN,12.205676,1.1005130000000012,7.3390236,4.8666524,21.347299900000003,12.205676,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Vietnam,1984,VNM,7.7337303,1.7662659000000005,7.3390236,0.3947067000000004,22.283662800000002,7.7337303,0.0,0.0,0.0,100.0,0.0,0.0,0.0
World,1984,OWID_WRL,7.3390236,-0.0674733999999999,7.3390236,0.0,0.0,6.985892,0.0001610496,2.2715894e-05,0.3529478345060002,95.2,0.0,0.0,4.8
Algeria,1985,DZA,0.72826535,0.21459181000000005,7.3102527,-6.58198735,12.29859025,0.72826535,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Argentina,1985,ARG,12.759556,0.6268849999999997,7.3102527,5.4493032999999995,14.129202300000003,12.680017,0.0,0.0,0.07953900000000047,99.4,0.0,0.0,0.6
Australia,1985,AUS,4.863155,0.14470060000000018,7.3102527,-2.4470977000000005,4.359454799999999,4.697283,0.0,0.0,0.16587200000000024,96.6,0.0,0.0,3.4
Austria,1985,AUT,29.769283,3.0794500000000014,7.3102527,22.459030300000002,13.232966000000001,28.815756,0.0,0.0,0.9535270000000011,96.8,0.0,0.0,3.2
Bangladesh,1985,BGD,4.5266814,-1.5789016,7.3102527,-2.7835713,12.441200600000002,4.5266814,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Belgium,1985,BEL,0.18697688,-0.026746169999999986,7.3102527,-7.12327582,4.77529137,0.15589738,0.0,0.0,0.03107950000000001,83.4,0.0,0.0,16.6
Brazil,1985,BRA,43.929535,0.7105850000000018,7.3102527,36.6192823,19.846573,39.506798,0.0,0.0,4.422736999999998,89.9,0.0,0.0,10.1
Bulgaria,1985,BGR,1.9635512,-0.8762840000000001,7.3102527,-5.3467015,6.0087565,1.9635512,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Canada,1985,CAN,31.611633,0.7557900000000011,7.3102527,24.3013803,8.412174499999995,31.424173,0.000103050785,0.0,0.1873569492150015,99.4,0.0,0.0,0.6
Chile,1985,CHL,30.296179,2.497278999999999,7.3102527,22.9859263,18.0777173,29.730808,0.0,0.0,0.565370999999999,98.1,0.0,0.0,1.9
China,1985,CHN,4.44183,-0.07362499999999983,7.3102527,-2.8684227,5.2051462,4.44183,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Colombia,1985,COL,24.441961,0.8021279999999997,7.3102527,17.1317083,22.133817300000004,24.065804,0.0,0.0,0.3761569999999992,98.5,0.0,0.0,1.5
Cyprus,1985,CYP,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Czechia,1985,CZE,0.7824311,0.17348950000000007,7.3102527,-6.5278216,2.7215643,0.7824311,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Denmark,1985,DNK,0.16285835,0.011370030000000003,7.3102527,-7.147394350000001,33.035503500000004,0.040319633,0.069778785,0.0,0.05275993200000002,24.8,42.8,0.0,32.4
Ecuador,1985,ECU,15.903298,-2.6342409999999994,7.3102527,8.5930453,24.218186200000005,15.903298,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Egypt,1985,EGY,8.225812,-0.7537909999999997,7.3102527,0.9155592999999991,18.4334834,8.225812,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Finland,1985,FIN,12.764183,-1.6195400000000006,7.3102527,5.453930299999999,16.531090499999998,12.764183,0.0,0.0,0.0,100.0,0.0,0.0,0.0
France,1985,FRA,7.887791,-0.6667120000000004,7.3102527,0.5775382999999996,7.289503599999999,7.668782,0.0,0.0,0.2190089999999998,97.2,0.0,0.0,2.8
Germany,1985,DEU,1.3216147,-0.11556949999999988,7.3102527,-5.988638,13.738955599999997,1.1992912,0.0,0.0,0.12232350000000003,90.7,0.0,0.0,9.3
Greece,1985,GRC,3.7546213,-0.29194999999999993,7.3102527,-3.5556314,11.283015099999998,3.7546213,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hong Kong,1985,HKG,0.0,0.0,7.3102527,-7.3102527,7.364726736000001,0.0,0.0,0.0,0.0,,,,
Hungary,1985,HUN,0.13748026,-0.028212110000000012,7.3102527,-7.17277244,2.3947443900000005,0.13748026,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iceland,1985,ISL,61.471844,-0.5754260000000002,7.3102527,54.1615913,57.618531399999995,58.832664,0.0,0.0,2.639179999999996,95.7,0.0,0.0,4.3
India,1985,IND,9.670784,-0.9053010000000015,7.3102527,2.360531299999999,12.489061999999999,9.670784,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Indonesia,1985,IDN,1.9808587,0.2627648,7.3102527,-5.329394000000001,12.0188188,1.9808587,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iran,1985,IRN,2.7088304,-0.22292630000000013,7.3102527,-4.6014223,10.951071,2.7088304,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iraq,1985,IRQ,1.2590632,-0.18517930000000016,7.3102527,-6.0511895,11.266390400000002,1.2590632,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Ireland,1985,IRL,2.4875605,0.3485552999999997,7.3102527,-4.8226922000000005,13.330302999999997,2.4875605,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Israel,1985,ISR,0.0060216025,0.0004370124999999994,7.3102527,-7.304231097500001,3.8796991000000007,0.0060216025,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Italy,1985,ITA,7.9867015,-0.24991450000000004,7.3102527,0.6764487999999993,11.151931300000001,7.418739,0.0,0.0,0.5679624999999993,92.9,0.0,0.0,7.1
Japan,1985,JPN,6.3616724,0.7397383999999994,7.3102527,-0.9485803000000006,9.653628,5.468802,0.0,0.0,0.8928703999999996,86.0,0.0,0.0,14.0
Kuwait,1985,KWT,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Luxembourg,1985,LUX,0.81546617,-0.18529962999999994,7.3102527,-6.494786530000001,2.33356695,0.6375068,0.0,0.0,0.17795936999999995,78.2,0.0,0.0,21.8
Malaysia,1985,MYS,6.4829683,0.5996469999999992,7.3102527,-0.8272844000000008,8.6250236,6.4829683,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Mexico,1985,MEX,7.82051,0.9892135999999994,7.3102527,0.5102572999999992,9.911286999999998,7.410039,0.0,0.0,0.41047099999999936,94.8,0.0,0.0,5.2
Morocco,1985,MAR,2.2006674,0.4883401999999999,7.3102527,-5.109585300000001,20.13248,2.2006674,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Netherlands,1985,NLD,0.17216097,0.1653551496,7.3102527,-7.13809173,6.313079369999999,0.0010768828,0.0,0.0,0.17108408719999998,0.6,0.0,0.0,99.4
New Zealand,1985,NZL,41.672558,-1.9974670000000003,7.3102527,34.3623053,15.883623999999994,37.793003,0.0,0.0,3.8795550000000034,90.7,0.0,0.0,9.3
Norway,1985,NOR,69.52919,-1.6071400000000011,7.3102527,62.2189373,10.42223700000001,69.52552,0.0,0.0,0.003669999999999618,100.0,0.0,0.0,0.0
Oman,1985,OMN,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Pakistan,1985,PAK,17.652674,-0.20668799999999976,7.3102527,10.342421300000002,16.7265974,17.652674,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Peru,1985,PER,26.95251,2.1717440000000003,7.3102527,19.6422573,23.625140899999998,26.438389,0.0,0.0,0.5141209999999994,98.1,0.0,0.0,1.9
Philippines,1985,PHL,24.90198,2.645980999999999,7.3102527,17.5917273,20.1610043,12.157783,0.0,0.0,12.744196999999998,48.8,0.0,0.0,51.2
Poland,1985,POL,0.4598646,0.09270582999999999,7.3102527,-6.8503881,3.4062516,0.37344423,0.0,0.0,0.08642037000000002,81.2,0.0,0.0,18.8
Portugal,1985,PRT,22.15105,1.7857200000000013,7.3102527,14.840797300000002,23.510310999999998,20.99068,0.0,0.0,1.1603700000000003,94.8,0.0,0.0,5.2
Qatar,1985,QAT,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Romania,1985,ROU,5.2583566,0.5873761000000002,7.3102527,-2.0518961000000004,13.522810999999999,5.2583566,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Saudi Arabia,1985,SAU,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Singapore,1985,SGP,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Slovakia,1985,SVK,2.611933,0.6325224,7.3102527,-4.698319700000001,5.1299779999999995,2.611933,0.0,0.0,0.0,100.0,0.0,0.0,0.0
South Africa,1985,ZAF,0.20175485,0.016844300000000006,7.3102527,-7.10849785,5.038994999999999,0.20175485,0.0,0.0,0.0,100.0,0.0,0.0,0.0
South Korea,1985,KOR,1.5088706,0.4625876,7.3102527,-5.8013821000000005,6.9886766,1.5088706,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Spain,1985,ESP,10.242602,0.03873800000000038,7.3102527,2.9323492999999994,16.8508568,10.031123,0.0,0.0,0.21147900000000064,97.9,0.0,0.0,2.1
Sri Lanka,1985,LKA,27.567667,4.835322999999999,7.3102527,20.2574143,23.962220000000002,27.567667,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Sweden,1985,SWE,31.184616,-1.2830769999999987,7.3102527,23.8743633,20.089769000000004,30.350336,0.0025664167,0.0,0.8317135832999997,97.3,0.0,0.0,2.7
Switzerland,1985,CHE,29.6324,0.07265600000000205,7.3102527,22.3221473,17.383587,29.27254,0.0,0.0,0.3598600000000012,98.8,0.0,0.0,1.2
Taiwan,1985,TWN,4.4680967,1.0498907000000002,7.3102527,-2.842156,16.373403300000003,4.465986,0.0,0.0,0.002110700000000243,100.0,0.0,0.0,0.0
Thailand,1985,THA,5.7355323,-0.8907186999999999,7.3102527,-1.5747204000000004,9.7342543,5.7355323,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Trinidad and Tobago,1985,TTO,0.091819726,0.019252946000000007,7.3102527,-7.218432974000001,7.616215603000001,0.0,0.0,0.0,0.091819726,0.0,0.0,0.0,100.0
Turkey,1985,TUR,9.229307,-1.887186999999999,7.3102527,1.9190543,11.101193799999999,9.224896,0.0,0.0,0.004411000000001053,100.0,0.0,0.0,0.0
United Arab Emirates,1985,ARE,0.0,0.0,7.3102527,-7.3102527,7.473425700000001,0.0,0.0,0.0,0.0,,,,
United Kingdom,1985,GBR,0.4892039,-0.09577069999999999,7.3102527,-6.821048800000001,13.7313811,0.4890784,0.0,0.00012548488,1.5120000000624044e-08,100.0,0.0,0.0,0.0
United States,1985,USA,4.765776,-0.5685846000000003,7.3102527,-2.5444767000000006,2.550483999999999,4.2072177,8.532507e-05,0.00015730227,0.5583156726599996,88.3,0.0,0.0,11.7
Venezuela,1985,VEN,13.293667,1.0879909999999988,7.3102527,5.983414299999999,21.347299900000003,13.293667,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Vietnam,1985,VNM,7.0842223,-0.649508,7.3102527,-0.22603039999999996,22.283662800000002,7.0842223,0.0,0.0,0.0,100.0,0.0,0.0,0.0
World,1985,OWID_WRL,7.3102527,-0.0287708999999996,7.3102527,0.0,0.0,6.944696,0.00022527204,4.1207964e-05,0.365290219996,95.0,0.0,0.0,5.0
Algeria,1986,DZA,0.26640448,-0.46186087000000003,7.285367,-7.01896252,12.29859025,0.26640448,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Argentina,1986,ARG,12.298526,-0.46102999999999916,7.285367,5.013159000000001,14.129202300000003,12.220743,0.0,0.0,0.07778300000000016,99.4,0.0,0.0,0.6
Australia,1986,AUS,4.7985597,-0.06459529999999969,7.285367,-2.4868072999999997,4.359454799999999,4.634474,0.0,0.0,0.16408570000000022,96.6,0.0,0.0,3.4
Austria,1986,AUT,30.177656,0.40837299999999743,7.285367,22.892288999999998,13.232966000000001,28.87882,0.0,0.0,1.2988359999999979,95.7,0.0,0.0,4.3
Bangladesh,1986,BGD,2.5327976,-1.9938838000000003,7.285367,-4.7525694000000005,12.441200600000002,2.5327976,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Belgium,1986,BEL,0.24818589,0.06120900999999998,7.285367,-7.03718111,4.77529137,0.18055975,0.0,0.0,0.06762614,72.8,0.0,0.0,27.2
Brazil,1986,BRA,43.219524,-0.7100110000000015,7.285367,35.934157,19.846573,37.93563,0.0,0.0,5.2838939999999965,87.8,0.0,0.0,12.2
Bulgaria,1986,BGR,2.001533,0.03798179999999984,7.285367,-5.283834000000001,6.0087565,2.001533,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Canada,1986,CAN,32.04593,0.43429699999999727,7.285367,24.760562999999998,8.412174499999995,31.839462,0.000102063146,0.0,0.20636593685399743,99.4,0.0,0.0,0.6
Chile,1986,CHL,31.164711,0.8685320000000019,7.285367,23.879344,18.0777173,30.38825,0.0,0.0,0.7764610000000012,97.5,0.0,0.0,2.5
China,1986,CHN,4.3385277,-0.10330230000000018,7.285367,-2.9468392999999997,5.2051462,4.3385277,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Colombia,1986,COL,27.276325,2.8343640000000008,7.285367,19.990958,22.133817300000004,26.91404,0.0,0.0,0.36228499999999997,98.7,0.0,0.0,1.3
Cyprus,1986,CYP,0.0,0.0,7.285367,-7.285367,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Czechia,1986,CZE,0.8687312,0.08630009999999999,7.285367,-6.4166358,2.7215643,0.8687312,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Denmark,1986,DNK,0.27791977,0.11506142,7.285367,-7.00744723,33.035503500000004,0.03798449,0.16681276,0.0,0.07312252,13.7,60.0,0.0,26.3
Ecuador,1986,ECU,18.56394,2.6606419999999993,7.285367,11.278572999999998,24.218186200000005,18.56394,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Egypt,1986,EGY,7.8884335,-0.3373784999999998,7.285367,0.6030664999999997,18.4334834,7.8884335,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Finland,1986,FIN,12.675924,-0.08825899999999898,7.285367,5.390557,16.531090499999998,12.675924,0.0,0.0,0.0,100.0,0.0,0.0,0.0
France,1986,FRA,7.7647924,-0.12299859999999985,7.285367,0.4794254000000002,7.289503599999999,7.549715,0.0,0.0,0.2150774000000002,97.2,0.0,0.0,2.8
Germany,1986,DEU,1.4105299,0.08891519999999997,7.285367,-5.8748371,13.738955599999997,1.2907481,6.92049e-05,0.0,0.11971259509999994,91.5,0.0,0.0,8.5
Greece,1986,GRC,4.3210115,0.5663901999999998,7.285367,-2.9643555,11.283015099999998,4.3210115,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hong Kong,1986,HKG,0.0,0.0,7.285367,-7.285367,7.364726736000001,0.0,0.0,0.0,0.0,,,,
Hungary,1986,HUN,0.13723414,-0.00024611999999998857,7.285367,-7.14813286,2.3947443900000005,0.13723414,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iceland,1986,ISL,62.145615,0.6737710000000021,7.285367,54.860248,57.618531399999995,59.01557,0.0,0.0,3.1300450000000026,95.0,0.0,0.0,5.0
India,1986,IND,9.167619,-0.5031649999999992,7.285367,1.8822520000000003,12.489061999999999,9.167619,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Indonesia,1986,IDN,2.9868257,1.0059669999999998,7.285367,-4.2985413,12.0188188,2.9868257,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iran,1986,IRN,3.4556096,0.7467791999999998,7.285367,-3.8297574,10.951071,3.4556096,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iraq,1986,IRQ,1.0752139,-0.18384929999999988,7.285367,-6.210153099999999,11.266390400000002,1.0752139,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Ireland,1986,IRL,2.5271845,0.039624000000000326,7.285367,-4.7581825,13.330302999999997,2.5271845,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Israel,1986,ISR,0.017173585,0.011151982500000001,7.285367,-7.268193415,3.8796991000000007,0.017173585,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Italy,1986,ITA,7.8285484,-0.15815309999999982,7.285367,0.5431813999999999,11.151931300000001,7.2224984,0.0,0.0,0.6060499999999998,92.3,0.0,0.0,7.7
Japan,1986,JPN,6.29662,-0.0650523999999999,7.285367,-0.988747,9.653628,5.325596,0.0,0.0,0.9710239999999999,84.6,0.0,0.0,15.4
Kuwait,1986,KWT,0.0,0.0,7.285367,-7.285367,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Luxembourg,1986,LUX,0.9784458,0.16297963000000004,7.285367,-6.3069212,2.33356695,0.806518,0.0,0.0,0.17192780000000008,82.4,0.0,0.0,17.6
Malaysia,1986,MYS,6.458532,-0.024436299999999633,7.285367,-0.826835,8.6250236,6.458532,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Mexico,1986,MEX,6.596592,-1.2239179999999994,7.285367,-0.6887749999999997,9.911286999999998,5.7216263,0.0,0.0,0.8749657000000006,86.7,0.0,0.0,13.3
Morocco,1986,MAR,2.8153403,0.6146729,7.285367,-4.4700267,20.13248,2.8153403,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Netherlands,1986,NLD,0.2057679,0.03360693000000001,7.285367,-7.0795991,6.313079369999999,0.0010260188,0.00034093414,0.0,0.20440094706,0.5,0.2,0.0,99.3
New Zealand,1986,NZL,43.008366,1.335808,7.285367,35.722999,15.883623999999994,39.28733,0.0,0.0,3.721036000000005,91.3,0.0,0.0,8.7
Norway,1986,NOR,66.977295,-2.551895000000002,7.285367,59.691928,10.42223700000001,66.95776,0.0,0.0,0.019535000000004743,100.0,0.0,0.0,0.0
Oman,1986,OMN,0.0,0.0,7.285367,-7.285367,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Pakistan,1986,PAK,15.92544,-1.727234000000001,7.285367,8.640073000000001,16.7265974,15.92544,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Peru,1986,PER,26.928583,-0.023927000000000476,7.285367,19.643216,23.625140899999998,26.4908,0.0,0.0,0.4377829999999996,98.4,0.0,0.0,1.6
Philippines,1986,PHL,24.756966,-0.14501399999999975,7.285367,17.471598999999998,20.1610043,12.970659,0.0,0.0,11.786306999999999,52.4,0.0,0.0,47.6
Poland,1986,POL,0.38169914,-0.07816546000000002,7.285367,-6.90366786,3.4062516,0.30378684,0.0,0.0,0.07791229999999999,79.6,0.0,0.0,20.4
Portugal,1986,PRT,17.003498,-5.147552000000001,7.285367,9.718131,23.510310999999998,15.790613,0.0,0.0,1.212885,92.9,0.0,0.0,7.1
Qatar,1986,QAT,0.0,0.0,7.285367,-7.285367,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Romania,1986,ROU,4.3782773,-0.8800793000000002,7.285367,-2.9070897,13.522810999999999,4.3782773,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Saudi Arabia,1986,SAU,0.0,0.0,7.285367,-7.285367,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Singapore,1986,SGP,0.16469046,0.16469046,7.285367,-7.12067654,7.473425700000001,0.0,0.0,0.0,0.16469046,0.0,0.0,0.0,100.0
Slovakia,1986,SVK,2.0846353,-0.5272977000000001,7.285367,-5.2007317,5.1299779999999995,2.0846353,0.0,0.0,0.0,100.0,0.0,0.0,0.0
South Africa,1986,ZAF,0.5151001,0.3133452499999999,7.285367,-6.7702669,5.038994999999999,0.5151001,0.0,0.0,0.0,100.0,0.0,0.0,0.0
South Korea,1986,KOR,1.3128159,-0.19605470000000014,7.285367,-5.9725511000000004,6.9886766,1.3128159,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Spain,1986,ESP,8.501705,-1.7408970000000004,7.285367,1.2163379999999995,16.8508568,8.31933,0.0,0.0,0.18237499999999862,97.9,0.0,0.0,2.1
Sri Lanka,1986,LKA,28.917849,1.3501820000000002,7.285367,21.632482,23.962220000000002,28.917849,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Sweden,1986,SWE,26.016823,-5.167793,7.285367,18.731455999999998,20.089769000000004,25.132704,0.0024759124,0.0,0.8816430875999983,96.6,0.0,0.0,3.4
Switzerland,1986,CHE,29.059496,-0.5729040000000012,7.285367,21.774129,17.383587,28.629314,0.0,0.0,0.4301819999999985,98.5,0.0,0.0,1.5
Taiwan,1986,TWN,4.194708,-0.27338869999999993,7.285367,-3.0906589999999996,16.373403300000003,4.191734,0.0,0.0,0.002974000000000032,99.9,0.0,0.0,0.1
Thailand,1986,THA,8.074997,2.3394646999999997,7.285367,0.7896299999999998,9.7342543,8.074997,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Trinidad and Tobago,1986,TTO,0.13506165,0.043241924,7.285367,-7.15030535,7.616215603000001,0.0,0.0,0.0,0.13506165,0.0,0.0,0.0,100.0
Turkey,1986,TUR,8.374288,-0.8550190000000004,7.285367,1.088921,11.101193799999999,8.34488,0.0,0.0,0.0294080000000001,99.6,0.0,0.0,0.4
United Arab Emirates,1986,ARE,0.0,0.0,7.285367,-7.285367,7.473425700000001,0.0,0.0,0.0,0.0,,,,
United Kingdom,1986,GBR,0.57397205,0.08476814999999993,7.285367,-6.71139495,13.7313811,0.57385,0.0,0.00012209736,-4.7360000015320624e-08,100.0,0.0,0.0,-0.0
United States,1986,USA,4.898404,0.1326280000000004,7.285367,-2.3869629999999997,2.550483999999999,4.3105893,6.135883e-05,0.00020573207,0.5875476091,88.0,0.0,0.0,12.0
Venezuela,1986,VEN,13.745109,0.4514420000000001,7.285367,6.459741999999999,21.347299900000003,13.745109,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Vietnam,1986,VNM,6.225277,-0.8589453000000002,7.285367,-1.0600899999999998,22.283662800000002,6.225277,0.0,0.0,0.0,100.0,0.0,0.0,0.0
World,1986,OWID_WRL,7.285367,-0.024885700000000455,7.285367,0.0,0.0,6.8846674,0.0004763336,5.2095977e-05,0.40017117042300027,94.5,0.0,0.0,5.5
Algeria,1987,DZA,0.5174273,0.25102282000000004,7.1527147,-6.635287399999999,12.29859025,0.5174273,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Argentina,1987,ARG,12.247486,-0.05104000000000042,7.1527147,5.094771300000001,14.129202300000003,12.183867,0.0,0.0,0.06361900000000098,99.5,0.0,0.0,0.5
Australia,1987,AUS,4.532893,-0.2656667000000006,7.1527147,-2.6198217,4.359454799999999,4.3700223,0.0,0.0,0.16287070000000003,96.4,0.0,0.0,3.6
Austria,1987,AUT,32.19381,2.0161540000000002,7.1527147,25.0410953,13.232966000000001,31.328127,0.0,0.0,0.8656830000000006,97.3,0.0,0.0,2.7
Bangladesh,1987,BGD,2.6365013,0.10370370000000007,7.1527147,-4.5162134,12.441200600000002,2.6365013,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Belgium,1987,BEL,0.30061388,0.05242799000000001,7.1527147,-6.8521008199999995,4.77529137,0.21921426,0.0030673277,0.0,0.07833229230000001,72.9,1.0,0.0,26.1
Brazil,1987,BRA,42.77721,-0.4423140000000032,7.1527147,35.6244953,19.846573,37.483208,0.0,0.0,5.294001999999999,87.6,0.0,0.0,12.4
Bulgaria,1987,BGR,2.1663287,0.16479570000000043,7.1527147,-4.9863859999999995,6.0087565,2.1663287,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Canada,1987,CAN,31.649542,-0.3963879999999982,7.1527147,24.4968273,8.412174499999995,31.401583,9.888605e-05,0.0,0.2478601139500016,99.2,0.0,0.0,0.8
Chile,1987,CHL,32.0948,0.9300889999999988,7.1527147,24.9420853,18.0777173,31.37889,0.0,0.0,0.7159100000000009,97.8,0.0,0.0,2.2
China,1987,CHN,4.2555475,-0.08298020000000061,7.1527147,-2.8971672,5.2051462,4.2555475,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Colombia,1987,COL,27.310854,0.034528999999999144,7.1527147,20.1581393,22.133817300000004,26.975145,0.0,0.0,0.3357089999999978,98.8,0.0,0.0,1.2
Cyprus,1987,CYP,0.0,0.0,7.1527147,-7.1527147,7.473425700000001,0.0,0.0,0.0,0.0,,,,
Czechia,1987,CZE,1.1157936,0.2470623999999999,7.1527147,-6.0369211,2.7215643,1.1157936,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Denmark,1987,DNK,0.37065881,0.09273904,7.1527147,-6.78205589,33.035503500000004,0.040502828,0.23943487,0.0,0.09072111200000002,10.9,64.6,0.0,24.5
Ecuador,1987,ECU,20.51675,1.9528099999999995,7.1527147,13.364035299999998,24.218186200000005,20.51675,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Egypt,1987,EGY,7.4370356,-0.4513978999999999,7.1527147,0.2843209,18.4334834,7.4370356,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Finland,1987,FIN,13.406022,0.7300979999999999,7.1527147,6.2533073,16.531090499999998,13.406022,0.0,0.0,0.0,100.0,0.0,0.0,0.0
France,1987,FRA,8.584645,0.8198525999999999,7.1527147,1.4319303000000003,7.289503599999999,8.362334,0.0,0.0,0.22231099999999948,97.4,0.0,0.0,2.6
Germany,1987,DEU,1.5094993,0.0989694000000001,7.1527147,-5.6432154,13.738955599999997,1.4018048,0.00013787978,0.0,0.10755662022000002,92.9,0.0,0.0,7.1
Greece,1987,GRC,3.396962,-0.9240495000000002,7.1527147,-3.7557527,11.283015099999998,3.3957455,0.0012163091,0.0,1.9089999995364204e-07,100.0,0.0,0.0,0.0
Hong Kong,1987,HKG,0.0,0.0,7.1527147,-7.1527147,7.364726736000001,0.0,0.0,0.0,0.0,,,,
Hungary,1987,HUN,0.14415859,0.006924449999999999,7.1527147,-7.00855611,2.3947443900000005,0.14415859,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iceland,1987,ISL,61.632626,-0.5129889999999975,7.1527147,54.479911300000005,57.618531399999995,58.28678,0.0,0.0,3.3458460000000017,94.6,0.0,0.0,5.4
India,1987,IND,8.030696,-1.1369229999999995,7.1527147,0.877981300000001,12.489061999999999,8.030696,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Indonesia,1987,IDN,2.9112306,-0.0755950999999997,7.1527147,-4.241484099999999,12.0188188,2.9112306,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Iran,1987,IRN,3.5734787,0.11786910000000006,7.1527147,-3.579236,10.951071,3.5734787,0.0,0.0,0.0,100.0,0.0,0.0,0.0
